717 21289
157 297
139 44 312005281
135 434 356786987
576 360 650265201
572 540 535531541
494 646 355392308
186 111 232599238
203 480 424807426
624 68 272834902
617 268 463568406
57 126 970697996
83 41 462446192
657 478 570914882
358 521 742747998
351 22 113048660
244 689 339338279
38 602 973240942
397 549 683306892
537 67 718494263
697 430 888596708
343 350 100232695
168 232 966836358
446 357 658341277
361 409 981653256
654 632 485155939
140 90 465522505
93 423 851325803
436 671 12045300
384 378 839795497
337 638 38145358
661 359 107983019
400 306 639516457
199 630 616028777
469 611 43240885
328 496 644770410
364 205 55601486
483 255 966744366
176 53 860298324
648 484 409481574
646 374 613714786
602 406 624906595
494 510 165726100
304 435 746663021
663 471 592682612
679 19 120742999
4 270 95574954
318 267 131145344
215 485 855404436
298 310 802502604
660 377 788191840
188 201 378272148
451 715 559708004
268 215 618736898
597 436 479575119
258 376 350938151
59 366 120898731
178 175 717482650
582 715 905651165
538 405 202628224
248 704 37715598
583 199 886238233
59 88 930490751
273 631 616399333
462 659 272564271
627 210 357984679
679 577 326981067
90 278 768870980
148 162 868181207
459 609 10132710
474 339 7940710
220 476 914746306
610 44 695935691
464 604 213511814
143 16 38332966
106 63 523845321
293 640 152822869
385 183 649965620
683 453 806762047
412 236 615194421
454 131 413360581
121 605 723732422
631 599 910578198
19 251 906291361
695 37 944886007
375 165 326745523
41 203 96504383
234 387 249887462
601 162 608736460
277 426 535877714
195 126 203059482
36 353 63269483
334 691 490133583
476 403 620792830
609 589 567227273
456 107 186114373
434 295 944028823
367 679 22099338
697 79 797005838
260 341 729452861
308 699 743520736
393 529 725997529
380 690 175789820
138 177 19606411
9 585 486494083
316 298 483161493
178 212 294668554
705 532 859117364
375 158 674498258
397 364 544962046
71 714 763365850
78 60 610892119
500 110 628484381
611 622 143344387
598 561 270397907
157 708 946826150
254 674 4379789
490 496 120624109
261 702 432131545
113 627 16054128
707 343 785478207
172 351 448818498
400 257 971642665
217 647 424470676
509 618 917387705
626 518 581366675
426 8 855193688
200 431 937495402
10 575 87239173
450 593 647652897
138 134 738454423
633 60 182247858
475 389 724504721
604 652 289883351
59 62 154091213
70 667 505548967
551 102 128568208
373 473 703815851
637 13 587679441
385 201 938857776
484 594 848093142
553 706 559601657
337 521 760570033
709 333 642236500
361 242 606962770
551 73 811790578
613 526 455909703
196 246 885577947
467 358 177765844
716 649 484789100
668 497 623982896
55 599 306578901
631 454 116014020
100 625 164132905
57 35 79490817
453 314 626272099
254 228 132956528
122 672 604825490
208 271 439696131
293 620 482991318
230 523 60802805
431 17 422188741
699 395 655744154
526 552 245631428
407 219 636385616
473 235 765126666
208 646 848591534
214 707 397138291
140 438 470847327
630 130 118826124
654 648 124574625
224 493 621067417
690 308 52657667
694 448 378042625
685 494 577620929
215 450 555055682
329 363 374841842
42 95 495267571
324 566 529640336
112 230 486252284
493 462 369382390
597 222 301791114
702 451 48991349
607 639 733274152
126 317 158725210
260 187 393490457
258 74 248714476
470 67 528805645
34 94 688331219
217 317 186333816
708 382 28367785
237 273 625311096
482 315 68674009
141 259 675747726
202 290 766878899
588 502 360548392
426 515 903026519
491 10 5699873
471 59 705190679
208 72 991227159
213 33 170508360
99 17 153014603
238 684 502114636
33 256 702701229
665 706 23120528
36 549 182408628
577 671 979684855
298 213 457596269
167 407 496698779
566 552 808469823
24 370 305447472
365 407 579017147
266 444 501941878
380 110 210215956
673 599 855329736
481 33 685347431
71 163 807310513
340 395 616219912
448 633 210250318
687 612 622324278
151 175 632979589
117 517 129881251
697 406 264034172
661 705 342808475
236 21 390057325
427 87 900230104
138 451 304779880
368 599 91592801
628 569 817471993
321 152 650755948
670 46 561497405
700 169 603514782
621 592 491903620
530 300 740714099
88 124 750811155
175 37 298959658
540 482 217798240
106 560 112417829
617 249 837193275
508 279 739008008
443 231 828166916
538 93 875463026
441 86 489201661
332 673 857488683
392 462 959406685
450 589 835085981
647 666 447405014
40 237 449007435
453 163 370272982
272 676 527118015
97 229 92506620
508 108 535389754
683 581 455678221
447 211 136412555
380 93 214869596
438 553 829146723
364 322 360572553
327 163 281799927
116 606 891218760
518 105 937277563
330 75 309879043
195 320 67364850
527 263 546766610
436 393 973101165
138 231 521586321
394 108 408110065
53 250 792264046
152 159 748529330
392 280 786231781
266 459 874017719
61 158 838291750
86 168 16287201
405 346 648727625
571 687 657679589
426 583 291730634
710 435 53183593
83 343 201731825
56 715 228376490
584 425 532468111
451 319 572322119
321 210 196630860
434 242 474253206
125 244 246717516
320 411 50200063
580 660 839416098
369 276 219019788
703 419 629630084
210 116 959249377
314 688 940259007
251 649 493166472
252 93 38776990
30 701 959887788
527 552 751786232
468 40 353838363
583 49 421465701
554 52 612616038
139 208 829312580
235 674 33977935
367 3 21338197
238 8 182532932
276 665 420510589
54 504 556787709
440 31 933562887
4 491 195798418
114 487 589180693
88 621 765867442
267 703 475648092
422 517 433141913
206 367 507475765
538 519 692752778
582 203 951557175
509 83 867950481
705 340 267557968
306 454 573474657
129 437 938153323
394 136 740249280
350 198 908144361
31 82 720860790
400 128 176370972
133 117 653597702
322 214 925796419
312 429 144127822
16 559 120227331
55 10 514649105
694 187 135917775
379 83 695947427
393 391 148471509
196 243 708956044
673 247 157528543
318 653 457614605
352 569 965752046
627 25 632390852
557 381 326868889
189 712 837658426
152 335 929907383
327 276 794771259
601 531 127977553
499 398 327423372
500 146 726582378
182 417 753268565
503 411 842705029
262 205 583367339
421 99 157223886
268 561 385281687
100 691 428968929
450 459 87385407
409 391 525222362
373 105 866644288
505 499 535019626
570 624 339696096
597 377 299838543
376 516 546535098
209 203 233373591
175 365 818998666
216 714 786157525
554 79 52682776
608 649 694165098
679 321 27440869
212 269 502651641
698 456 740015569
203 624 555020412
694 416 529339393
519 443 905502356
441 592 26343447
677 609 340629349
265 180 499628050
136 464 973614995
290 83 225258197
334 75 516475662
571 396 662279907
325 611 947371247
335 337 528216118
683 9 558669906
299 519 844160713
312 611 508582550
432 84 176491275
371 114 706487035
20 518 971733303
201 403 578933131
679 370 487996029
494 452 605683319
24 552 886096738
153 321 738739919
456 404 890089693
380 172 286026266
501 544 331579802
647 637 281720288
237 495 412428045
231 350 101691212
295 523 212657437
294 172 613195280
686 483 619626369
602 306 760286322
401 432 739794689
148 673 562767149
233 104 767922731
508 359 918031350
453 154 975541805
408 695 303572988
369 688 676759979
174 290 672101083
28 158 394398872
271 259 502773445
478 396 470453089
539 699 549158222
542 243 990022209
689 458 125303268
446 284 28061400
73 529 453739086
221 214 132613232
226 220 201384715
513 162 443491460
592 260 557520441
107 361 423750717
8 196 331637897
287 518 416738479
597 357 187672900
693 469 691730793
277 314 469890228
393 139 508959310
451 551 558648883
47 256 906977536
266 256 949215417
520 709 56064561
348 623 363893127
500 296 249382988
296 170 889994644
197 442 424363770
369 32 855648737
534 202 271686998
355 437 860464876
144 495 470006493
671 706 114750788
711 426 808145577
259 576 90125506
477 351 482405575
122 217 985204020
587 107 134071898
403 237 283337328
300 207 427219576
400 427 305662779
455 450 732761468
488 665 851795696
459 448 545189120
511 631 715371170
402 705 869156340
135 177 697592525
542 537 631938242
258 77 91073573
169 193 218277257
224 77 176302785
683 572 260361340
203 493 494941666
231 281 675412732
233 305 120357626
319 179 348171061
107 242 200905282
471 61 74879153
655 713 858062243
121 441 927907179
105 382 92882919
53 700 790769316
240 669 236667917
576 31 60470491
573 291 986064496
547 256 303182706
98 146 667606099
357 670 299678471
616 52 458174025
515 129 984456882
85 363 819059229
117 470 840629248
352 577 595982713
305 406 974573926
638 202 320263443
206 267 215087759
433 715 99980115
547 217 212803257
477 456 64235808
281 541 102741275
56 690 651018995
207 560 200445132
155 628 389216449
230 213 396316847
607 167 263373680
391 404 680662507
707 172 400300294
79 714 993827053
453 164 107662057
693 484 950738863
145 564 618204727
214 467 61124182
357 619 170666716
713 245 844152244
593 699 23551552
346 351 140829981
84 199 150135329
227 182 99283190
667 640 316954668
380 243 605468849
26 605 289756109
138 210 554182401
341 400 894148798
637 306 134641163
26 110 251864015
663 472 871095526
209 355 150155366
158 10 762892279
46 266 847235720
377 405 600909912
273 692 25265017
250 327 651459246
215 126 238000310
353 209 154073597
176 331 915303423
599 350 324161080
69 468 896519797
98 587 322604023
425 538 80890301
219 276 647127248
430 361 741057508
227 51 279535669
195 513 951812602
615 375 189288227
159 76 572244349
328 528 363588934
307 701 418452927
390 576 94803925
79 296 53228131
536 299 474939707
333 183 77356776
571 313 682383784
311 380 810500752
703 296 886043225
640 73 678950078
366 279 887099017
613 648 123535067
539 318 826877111
597 157 118775070
701 240 2687343
228 407 331945459
667 432 268899345
373 388 382561002
331 298 761699890
531 213 315808808
76 579 107531374
614 311 442735480
272 508 699461562
453 193 31273372
133 223 41199016
149 489 135466467
603 149 743098263
420 491 278517881
19 701 34473798
348 355 5636384
533 45 428786158
76 240 504492329
624 57 691525501
31 675 924338104
40 564 40166627
317 587 641575
516 38 164439109
208 261 636227919
533 91 133265087
579 668 737887923
336 45 107960657
635 712 14752106
273 689 318428890
437 675 321104277
94 108 439607433
348 664 393055355
616 635 90923656
196 148 828628892
702 556 130383628
696 104 370558160
172 707 47927624
628 470 143224147
38 90 990314478
223 497 208938776
196 705 107258807
218 392 372305027
619 528 160635022
372 278 562371440
547 255 251437181
49 665 659625028
19 522 268481342
436 93 342362172
344 502 975308065
226 503 373041679
450 436 846903365
630 83 288281201
401 418 525601379
474 579 457546178
254 456 245644804
261 164 605335958
593 204 167629444
530 504 729276357
351 559 351946021
379 436 587192312
181 92 943588444
104 92 572168538
311 2 625366172
265 297 407137643
209 37 858294153
710 581 532247529
479 320 271176647
434 408 398405379
481 397 591024833
598 289 643789775
645 532 871933426
159 476 192192369
48 162 120937383
689 538 956024454
137 330 917273497
600 498 349869576
687 254 560873933
301 658 871631126
287 685 165617493
646 455 710703627
271 401 265717561
584 340 101972161
569 582 340366738
646 277 348572919
637 473 11250476
114 522 526544567
412 439 114273222
40 169 505009567
138 706 644915438
557 454 57042622
250 422 6525311
561 410 103849068
335 274 355389038
537 72 453427165
461 195 648905141
623 540 341228060
202 71 818742201
713 273 631580992
376 366 953521326
151 555 832711393
59 322 30934852
682 309 335918730
514 278 320440863
355 371 761737149
579 336 712202985
658 278 397263607
141 93 309163721
466 489 14815218
361 467 78326399
121 579 835618214
715 549 352859495
214 589 674593676
313 276 619080935
283 553 271433785
231 706 214513011
97 249 245989638
459 616 298406805
636 226 506775831
603 479 879060997
648 454 931147541
42 524 217789168
250 185 60868472
685 643 56064072
281 156 676926485
676 443 834743464
659 80 339662986
219 421 400671167
320 393 109183901
529 156 646780732
491 381 295654605
442 457 31853865
92 652 714245885
670 328 476474090
617 188 158060561
249 669 294590744
576 459 344527909
190 128 614444742
447 641 822705124
130 698 198501162
41 267 360192546
64 530 280842447
106 232 929320718
95 23 669611069
206 673 498820284
518 448 215354192
112 502 956483835
680 351 846036312
126 453 30616766
271 200 236162675
301 418 355843407
368 120 360693208
205 334 465595140
549 604 798125330
538 274 621434027
441 374 722692981
645 603 822716994
528 128 948995424
404 591 472122836
495 589 14240001
229 531 679609591
353 614 290399924
164 711 868375476
241 556 822410714
506 277 52626251
616 393 166249307
114 459 373003960
64 203 806820123
614 626 10606406
565 333 599762304
10 608 656945053
217 260 61876180
247 24 647665436
228 49 722720841
490 628 362725982
390 623 734056357
505 315 53124056
431 578 741801269
42 173 713528902
46 322 673168337
581 25 187263915
11 502 7671084
146 405 807316765
551 232 339993844
243 34 439887382
503 367 625832297
161 290 350297186
233 32 183473062
345 160 570815281
143 280 350965357
695 562 707262637
690 407 575244438
125 600 325323472
691 656 749691623
9 413 615694510
119 503 472061842
702 572 51707052
615 504 916409771
450 508 541382023
516 533 777996092
706 177 197192439
244 204 137776677
46 212 178414458
289 383 51126081
17 660 877730344
712 710 984213706
73 296 422039581
390 578 778588305
580 129 63446206
562 35 913392954
563 626 36306757
244 578 133944496
566 2 903999557
308 654 365578048
142 302 713425016
630 90 229831083
219 80 163987444
353 340 249507666
516 27 314929742
397 175 138411313
619 46 675328165
377 176 487085194
84 258 102653354
393 93 446895580
562 560 356775551
627 72 326767114
188 12 969936466
405 484 935413799
463 216 488713973
584 483 225025643
407 620 454890376
241 548 380894083
162 528 195404525
365 270 860578826
651 357 145988443
641 23 5811488
489 618 425697594
201 327 818629309
140 379 662686694
629 607 328525993
127 297 9208979
145 112 835769767
240 247 650856631
695 240 110010674
491 578 598585310
383 580 916782266
447 416 688496023
171 284 745120787
539 224 75896753
218 334 895277021
106 182 688035352
105 101 185069288
713 353 695768199
224 542 773272593
48 65 940366274
59 191 576634783
657 244 741899429
356 190 493868778
48 163 636598449
669 90 822909622
77 674 48182929
673 445 384095329
488 53 889436408
55 152 528339710
711 199 227324731
705 514 337493692
481 38 676311108
327 701 842052482
629 438 232014463
483 360 894312182
257 157 409419374
266 662 923268297
245 709 394640493
19 610 282001874
219 67 573774678
328 230 206114919
669 224 106853555
205 228 165847304
196 650 597609907
469 528 318139851
399 264 554127257
91 480 985113144
237 480 809876667
552 109 219524262
584 411 953208129
481 313 990221794
319 648 919205013
485 388 332813297
371 407 255712473
313 644 775802967
346 358 762703431
544 485 949212561
176 93 296811327
464 449 417901505
589 639 175981602
201 389 847815949
111 186 152786799
144 112 773004954
631 43 11578688
608 675 894032799
247 712 657776800
531 236 513193228
669 42 129249169
135 549 909373392
503 384 131061568
572 315 207106371
278 704 633129995
200 683 207323167
525 698 352678695
628 485 335423775
620 159 455574473
602 236 978165243
24 507 935961218
227 343 235991244
514 613 400083124
472 229 930621266
308 703 34811065
589 413 283779880
612 318 812065449
404 643 688114659
84 173 534234402
640 110 897841314
67 61 21625432
625 527 56799286
431 1 713560744
525 456 443687107
109 54 551459380
640 234 859046108
364 569 302388507
681 326 939593697
285 50 501320943
420 665 228267903
602 441 36658949
452 78 30553784
182 201 944673857
207 160 674208642
221 421 957496144
23 281 250318429
470 625 856380037
371 635 938053966
107 516 263477392
437 169 208815364
298 508 204138710
612 109 61095853
346 136 352488719
100 50 583886274
676 641 824422773
620 638 12727667
527 654 85066108
269 612 637872469
549 615 705359805
647 399 973299539
173 250 60182217
250 637 40989224
494 245 641866302
694 219 837982651
10 460 277013639
325 221 240845836
55 665 340371949
345 701 719123108
568 334 714649312
256 74 664731737
689 190 986345500
403 542 765154712
679 648 78926753
671 493 436644024
690 546 771538162
448 555 899864536
397 9 984605233
302 503 598818871
372 714 658153225
557 356 367245337
417 542 876855254
209 130 932687286
36 478 615727413
543 658 486736622
108 109 925517825
100 226 179654564
711 683 62068461
423 692 782513968
235 314 158363016
33 335 320603165
616 645 905776616
700 110 9227258
93 441 26986924
100 689 340094691
454 148 446823336
369 687 979670709
6 29 43759191
583 498 233430770
318 92 924271898
445 284 524670081
410 694 694799434
261 501 970426590
202 442 817025767
634 45 958198956
165 421 715853242
317 246 746873756
385 171 562261702
631 297 265571765
602 219 653403155
163 392 612960711
107 398 209944711
619 272 491334419
446 357 639680225
233 620 893008846
396 384 975056867
458 694 91107987
596 583 490144848
577 460 32442955
546 507 4971938
111 469 671291229
373 57 879050935
317 271 127391300
45 421 526603318
94 642 935382169
700 51 438025350
49 350 776696832
307 439 388236476
253 634 725676042
560 249 874183905
78 563 194364971
591 589 422468750
375 290 539813278
717 53 5400071
156 242 460333324
509 401 648358660
72 714 742816883
545 202 695897267
387 423 546933515
81 45 668669824
564 347 403932550
451 652 654440067
594 38 877301827
134 267 140288944
670 661 956357969
318 590 184359647
438 663 425195421
122 169 677594848
678 156 522851286
376 72 342168079
285 465 40841453
264 98 18016616
10 677 358947259
307 637 726913324
206 531 368041475
148 379 994422949
168 303 272282208
620 663 794448847
171 591 836693125
182 292 597295419
564 166 857782368
333 427 40866859
545 538 578809229
713 23 31479931
615 514 534036979
609 373 319531576
669 362 742854318
225 650 544036842
530 442 815512691
645 426 422638296
205 571 21518821
301 472 810741688
172 171 285007902
620 398 723149150
621 108 586184484
703 292 595210262
145 499 52984602
360 527 607608676
9 472 207333143
88 439 984033712
24 111 947060605
346 459 299766715
512 320 933148209
381 388 546741844
645 710 586429474
150 38 277879108
552 645 661111826
402 616 504624159
385 529 253032608
430 446 875730168
256 138 423995142
66 286 170421528
695 347 446771751
36 571 29394736
98 545 889955230
417 688 245674700
613 195 824306447
336 466 372639281
162 94 239649484
336 38 996200580
282 665 897775501
364 53 885588256
688 27 489331643
213 564 434398887
199 245 707179510
596 416 659599591
232 242 350432459
386 111 502594996
421 533 111510405
252 458 24270797
473 520 979377234
110 260 663359781
344 147 536953017
310 132 772464857
400 239 937170918
248 678 832400675
416 52 621238556
702 271 497232687
348 37 472949840
35 96 851836447
546 580 489636491
253 535 664436009
20 154 119561263
159 431 540641941
71 13 478053987
628 178 336468938
337 541 122257572
73 624 347302138
539 338 196581796
649 39 964972526
327 574 161252940
372 185 811933919
4 304 445836309
435 25 706956533
346 593 913276824
597 163 804244089
67 375 372068736
265 515 16329939
661 681 380169672
477 26 630767150
93 586 48750904
75 401 532185392
478 636 84622085
428 367 665161015
75 68 278818290
169 479 413195567
467 137 47104727
498 621 812160315
677 251 915499110
552 654 347931454
584 83 531396311
356 320 560152759
456 299 540434854
575 678 123980950
356 607 556821318
653 302 629059483
429 215 678252731
6 148 673073462
463 436 427924260
58 491 782649245
633 570 663173338
712 328 70181040
109 569 528841385
34 132 789557726
187 372 980350973
450 31 872431603
627 3 996794795
400 215 950197583
452 152 800621821
444 640 761681249
347 342 513727352
706 72 293459933
263 675 793927711
259 131 819880920
121 187 161044065
340 113 906463206
345 401 20303119
390 215 152067714
272 359 90074723
49 251 684620626
344 107 801884883
590 715 332968513
289 241 880836514
148 398 791575073
358 50 684552659
40 453 159183208
77 377 837161586
260 675 416493223
221 524 390446424
713 207 139706127
711 140 950325931
152 32 290726489
312 387 323489707
479 450 204527871
645 398 513608158
427 522 357762176
650 606 198229375
630 161 753000995
49 717 958398150
119 75 309537394
382 283 287465950
497 262 168899275
376 309 79881615
98 193 40630410
704 402 401536406
290 12 544263647
415 447 500774235
648 357 522120671
363 342 661403018
141 94 243760570
279 100 734950491
326 551 30233359
261 109 310580544
498 503 917810488
489 706 980397376
130 473 927117963
483 438 861829509
228 308 150098371
561 1 574833898
3 607 427369383
492 493 338490925
691 2 873017177
51 247 924477084
89 532 415128968
16 90 310095041
152 588 425813113
295 654 762001431
611 716 650395108
189 385 38471694
165 538 316482107
146 351 916984817
126 629 658568805
645 263 773063870
267 629 661264087
221 348 784507460
261 499 666257017
142 196 509866749
635 216 852512587
382 444 922724913
41 212 714216658
23 350 588177102
337 26 452744451
628 274 843704827
179 190 427620246
625 121 422387796
339 89 547129123
44 429 204025765
659 523 534131918
313 269 694830936
577 60 380637691
433 416 84435552
196 104 823656665
51 285 808566476
272 254 579306754
122 639 886798974
154 519 413233449
161 166 630688880
541 689 802433378
469 121 704403597
83 466 735673949
479 525 542110481
136 11 337961602
571 103 96653027
485 226 920974275
118 516 137084385
219 25 494096889
318 526 962732432
601 250 379954629
48 590 920505429
613 316 402310277
26 198 750948583
223 130 42414484
435 499 503809419
466 271 208051002
447 595 915805218
464 630 447823168
674 523 963939273
712 157 108915825
201 349 988304808
356 708 578851878
540 532 977279828
408 709 64283807
661 191 712751998
584 219 775139964
289 61 158702756
526 83 211123522
421 93 943668959
598 431 219938934
69 524 678635102
74 464 217388570
654 6 747497368
443 601 389465847
540 112 424189053
560 438 693943055
511 390 164747214
366 183 397601058
108 148 741400802
641 351 77623955
566 183 135296383
599 459 968297723
89 261 562278445
111 212 371950560
426 394 896228974
116 538 652145768
221 638 356856664
464 561 517338081
313 586 715123576
330 517 211062754
520 372 872324018
525 614 483500817
228 468 632925618
680 121 423359666
102 515 443795123
321 667 679947381
352 537 672216287
104 53 798222554
467 237 257076721
71 601 995184523
692 459 804148511
419 566 127398912
84 635 375945521
330 620 276858227
184 22 152109265
618 601 443849028
669 11 493527973
278 480 528737954
602 457 119426612
455 631 605720271
252 302 203660096
556 156 881270641
273 55 212759485
148 136 176899872
640 509 812073138
60 45 682093838
472 240 155661053
652 685 161816604
667 591 831515912
209 526 261861248
289 460 523740824
548 595 440693204
166 260 795330180
576 63 357442511
512 546 310520465
703 65 757515175
42 358 726655658
198 683 368380252
359 103 592290276
590 317 888772182
208 60 571826372
421 384 144384034
147 512 51978965
34 168 269338299
585 70 40657789
44 445 525634534
101 433 767178018
270 510 948357663
501 466 231681109
494 21 305006391
380 119 501731631
593 151 349577385
136 354 493458450
338 226 524360009
85 534 48749735
174 74 221392230
234 376 704510460
406 570 484090002
610 178 846322629
144 324 329350578
105 30 990852889
308 594 450795368
533 223 119689231
498 142 67108767
453 234 26673794
562 342 763598605
384 558 436104532
411 552 50750054
224 482 21279260
349 702 906248549
6 280 891200166
145 456 495438951
42 427 311898286
354 257 851976895
591 132 912332290
254 704 152630713
133 211 745754801
542 685 924585000
390 238 647755807
172 124 347881961
265 269 409484354
111 317 638864995
278 639 622738473
631 51 170192636
330 48 57950245
396 275 824322598
275 90 40329730
430 167 952812207
706 444 356178579
557 249 110684181
429 121 560948064
558 471 185834456
697 296 615521755
123 541 778069003
521 282 608842119
682 54 269412708
191 605 160684967
700 202 677733959
138 526 828257694
415 690 803999169
715 116 720168370
60 606 583478451
325 176 927880226
76 117 250285841
376 204 265325142
63 568 573226408
540 180 270654379
201 624 10123827
577 112 781433450
42 39 899078786
154 398 374743696
392 162 883470074
178 462 30670848
645 109 748523731
173 574 808051835
293 41 1504196
77 709 693841793
178 275 840779394
186 112 171499327
642 39 184695543
711 152 943234884
369 112 110846432
107 574 410568797
628 424 97363868
51 205 343658624
374 162 861794214
235 129 630054219
32 615 840419413
167 14 850124711
132 135 302137909
446 555 307510132
366 96 372973070
234 550 36219492
561 537 602257598
302 508 341151267
376 274 471059403
173 710 947599109
441 3 463300074
457 182 363798243
123 642 304365019
256 662 947802928
260 110 187934007
372 205 797931235
263 324 687144405
298 513 632636329
32 434 867833568
302 1 993703359
554 374 829137363
